Timing is on.
=== V1-Q1: Customer-level attribution report for a specific campaign ===
    customer_name     |           contact_info           | booking_date | booking_id |     campaign_name      
 Elizabeth Mckenzie   | kcurry@example.net               | 2025-02-08   |     189842 | Romantic Paris Getaway
 James Patterson      | lgriffin@example.com             | 2025-02-08   |     155337 | Romantic Paris Getaway
 John Martinez        | dvargas@example.net              | 2025-02-08   |      97909 | Romantic Paris Getaway
 Jonathan Dunn        | andrewdunn@example.org           | 2025-02-08   |     283506 | Romantic Paris Getaway
 Julie Robinson       | reeseeugene@example.net          | 2025-02-08   |     271674 | Romantic Paris Getaway
 Kimberly Cannon      | nathanmcdonald@example.net       | 2025-02-08   |     336099 | Romantic Paris Getaway
 Mary Horn            | anna37@example.net               | 2025-02-08   |     212669 | Romantic Paris Getaway
 Michele Hayes        | alisonbrown@example.net          | 2025-02-08   |     103074 | Romantic Paris Getaway
 Michelle Lawson      | byrdmichelle@example.org         | 2025-02-08   |     100838 | Romantic Paris Getaway
 Paul Evans           | lonnie87@example.net             | 2025-02-08   |      40025 | Romantic Paris Getaway
 Brenda Jones         | christinegriffin@example.com     | 2025-02-07   |     310590 | Romantic Paris Getaway
 Cathy Simon          | lfoster@example.com              | 2025-02-07   |     193096 | Romantic Paris Getaway
 Jennifer Zamora      | anthony01@example.org            | 2025-02-07   |      82238 | Romantic Paris Getaway
 Joshua Clark         | rachaelgomez@example.net         | 2025-02-07   |     180547 | Romantic Paris Getaway
 Kyle Griffin         | websterbrittany@example.com      | 2025-02-07   |     205771 | Romantic Paris Getaway
 Monica Johns         | iliu@example.com                 | 2025-02-07   |      27148 | Romantic Paris Getaway
 Tony Mcdaniel        | oallen@example.org               | 2025-02-07   |     197886 | Romantic Paris Getaway
 Anthony Cisneros     | daniel77@example.com             | 2025-02-06   |     245940 | Romantic Paris Getaway
 Brandon Bush         | shane50@example.org              | 2025-02-06   |     238023 | Romantic Paris Getaway
 Daniel Perez         | tiffany01@example.org            | 2025-02-06   |     260354 | Romantic Paris Getaway
 Jeffery Avila        | millerariel@example.net          | 2025-02-06   |     160320 | Romantic Paris Getaway
 Michael Castro       | anthonymullins@example.net       | 2025-02-06   |     328950 | Romantic Paris Getaway
 Michael Flores       | wilsonkimberly@example.org       | 2025-02-06   |      26758 | Romantic Paris Getaway
 Randy Miller         | kelly74@example.net              | 2025-02-06   |     171780 | Romantic Paris Getaway
 Rebecca Young        | heatheranderson@example.net      | 2025-02-06   |     231555 | Romantic Paris Getaway
 Stephen Clark        | russellashley@example.org        | 2025-02-06   |       5688 | Romantic Paris Getaway
 Tara Banks           | sharonrocha@example.net          | 2025-02-06   |      15771 | Romantic Paris Getaway
 Virginia Villegas    | pierceaaron@example.org          | 2025-02-06   |     388878 | Romantic Paris Getaway
 Zachary Mitchell     | dana57@example.com               | 2025-02-06   |     285316 | Romantic Paris Getaway
 Benjamin Coleman     | kennedylorraine@example.org      | 2025-02-05   |     234351 | Romantic Paris Getaway
 Crystal Davis        | erikquinn@example.net            | 2025-02-05   |     232574 | Romantic Paris Getaway
 David Hansen         | mjames@example.net               | 2025-02-05   |     349455 | Romantic Paris Getaway
 James Fisher         | emurphy@example.net              | 2025-02-05   |      53224 | Romantic Paris Getaway
 Jamie Silva          | rebeccagarza@example.com         | 2025-02-05   |     133450 | Romantic Paris Getaway
 Jody Beck            | garciajack@example.org           | 2025-02-05   |     257557 | Romantic Paris Getaway
 Mark Rogers          | hesterdavid@example.org          | 2025-02-05   |     246477 | Romantic Paris Getaway
 Megan Lester         | ckirby@example.net               | 2025-02-05   |     328271 | Romantic Paris Getaway
 Michael Sanders      | bakerroy@example.net             | 2025-02-05   |     333067 | Romantic Paris Getaway
 Micheal Anderson     | aliciamitchell@example.net       | 2025-02-05   |      22742 | Romantic Paris Getaway
 Nancy Wilkins        | ysilva@example.com               | 2025-02-05   |     360182 | Romantic Paris Getaway
 Raymond Berg         | petersadam@example.org           | 2025-02-05   |      98859 | Romantic Paris Getaway
 Ricardo Perry        | qhart@example.com                | 2025-02-05   |     163718 | Romantic Paris Getaway
 Sara Richards        | blynch@example.net               | 2025-02-05   |     167838 | Romantic Paris Getaway
 Stephanie Sharp      | maria90@example.net              | 2025-02-05   |      25128 | Romantic Paris Getaway
 Amanda James         | teresapierce@example.com         | 2025-02-04   |     321841 | Romantic Paris Getaway
 Anna Hardin          | dawn11@example.com               | 2025-02-04   |     115569 | Romantic Paris Getaway
 Dana Brown           | alejandra13@example.com          | 2025-02-04   |     201968 | Romantic Paris Getaway
 Douglas Herman       | josecampbell@example.com         | 2025-02-04   |     134013 | Romantic Paris Getaway
 Isaiah Fisher        | cynthiaromero@example.org        | 2025-02-04   |        531 | Romantic Paris Getaway
 Jack Dawson          | egonzalez@example.com            | 2025-02-04   |     280922 | Romantic Paris Getaway
 Jessica White        | rebecca21@example.net            | 2025-02-04   |     175772 | Romantic Paris Getaway
 Justin Jackson       | brian82@example.com              | 2025-02-04   |     235085 | Romantic Paris Getaway
 Mark Sanchez         | cassandraponce@example.org       | 2025-02-04   |     393145 | Romantic Paris Getaway
 Melissa Reed         | wmiller@example.org              | 2025-02-04   |     106844 | Romantic Paris Getaway
 Ronald Richmond      | gonzalescatherine@example.org    | 2025-02-04   |      63442 | Romantic Paris Getaway
 Sarah Garza          | joshuaclark@example.net          | 2025-02-04   |      11264 | Romantic Paris Getaway
 Scott Wilson         | ibailey@example.net              | 2025-02-04   |       7704 | Romantic Paris Getaway
 Casey Stevens        | angelaadams@example.org          | 2025-02-03   |      86916 | Romantic Paris Getaway
 Christopher Beck     | stephen61@example.org            | 2025-02-03   |     222158 | Romantic Paris Getaway
 Christopher Robinson | teresa38@example.com             | 2025-02-03   |     283792 | Romantic Paris Getaway
 Frank Adams          | weberdavid@example.org           | 2025-02-03   |     363518 | Romantic Paris Getaway
 Tara Perez           | harringtonjohnny@example.net     | 2025-02-03   |     245485 | Romantic Paris Getaway
 Thomas Johnson       | sherry97@example.com             | 2025-02-03   |     332371 | Romantic Paris Getaway
 Charles Allen        | levans@example.com               | 2025-02-02   |     165363 | Romantic Paris Getaway
 Dale Shaffer         | ychambers@example.net            | 2025-02-02   |     295621 | Romantic Paris Getaway
 David Taylor         | bobbypeterson@example.com        | 2025-02-02   |     269995 | Romantic Paris Getaway
 Jason Taylor         | carol07@example.org              | 2025-02-02   |     231234 | Romantic Paris Getaway
 Jean Price           | gonzalezmichael@example.org      | 2025-02-02   |     110036 | Romantic Paris Getaway
 Kristopher Fox       | reedkeith@example.net            | 2025-02-02   |     169981 | Romantic Paris Getaway
 Mark Olson           | rebeccadowns@example.org         | 2025-02-02   |     327495 | Romantic Paris Getaway
 Michael Moreno       | michael23@example.com            | 2025-02-02   |     151386 | Romantic Paris Getaway
 Michelle Anderson    | john18@example.org               | 2025-02-02   |     367135 | Romantic Paris Getaway
 Morgan Ingram        | robersontravis@example.com       | 2025-02-02   |     258363 | Romantic Paris Getaway
 Amanda Lane          | jennifer69@example.org           | 2025-02-01   |     348350 | Romantic Paris Getaway
 Caleb Davila         | hopkinstammy@example.net         | 2025-02-01   |     161368 | Romantic Paris Getaway
 Daniel Monroe        | stanley89@example.org            | 2025-02-01   |     174562 | Romantic Paris Getaway
 Julia Woods          | jennifer33@example.org           | 2025-02-01   |     359595 | Romantic Paris Getaway
 Margaret Johnson     | torresmackenzie@example.org      | 2025-02-01   |     324406 | Romantic Paris Getaway
 Michael Gordon       | pearsonchristina@example.com     | 2025-02-01   |     354867 | Romantic Paris Getaway
 Michael Reed         | alan20@example.org               | 2025-02-01   |     341493 | Romantic Paris Getaway
 Natasha Wallace      | cbenson@example.org              | 2025-02-01   |     287368 | Romantic Paris Getaway
 Tracy Huffman        | mckayjohn@example.net            | 2025-02-01   |      20111 | Romantic Paris Getaway
 Alexis Hopkins       | kara21@example.com               | 2025-01-31   |     346310 | Romantic Paris Getaway
 Brent Thomas         | cookejohn@example.net            | 2025-01-31   |     243882 | Romantic Paris Getaway
 Gregory Brown        | kreed@example.net                | 2025-01-31   |      91777 | Romantic Paris Getaway
 James Roberts        | ugriffin@example.org             | 2025-01-31   |      60083 | Romantic Paris Getaway
 Joseph Moran         | aguilarmarc@example.com          | 2025-01-31   |     268788 | Romantic Paris Getaway
 Lisa Kim             | cgonzales@example.net            | 2025-01-31   |      14212 | Romantic Paris Getaway
 Monica Stephens      | sarah72@example.net              | 2025-01-31   |     262838 | Romantic Paris Getaway
 Sara Williams        | yvalencia@example.com            | 2025-01-31   |     261502 | Romantic Paris Getaway
 Terry Warren         | nicholas47@example.org           | 2025-01-31   |      38572 | Romantic Paris Getaway
 Carmen Mitchell      | jjones@example.com               | 2025-01-30   |     297438 | Romantic Paris Getaway
 Cindy Taylor         | pdavis@example.org               | 2025-01-30   |     192712 | Romantic Paris Getaway
 Daniel Williams      | petersroger@example.org          | 2025-01-30   |     336442 | Romantic Paris Getaway
 Glen Dawson          | bryan08@example.org              | 2025-01-30   |     239949 | Romantic Paris Getaway
 Hannah Matthews      | johnpatterson@example.org        | 2025-01-30   |     233265 | Romantic Paris Getaway
 Jennifer Rowland     | david39@example.com              | 2025-01-30   |      14543 | Romantic Paris Getaway
 Jeremy Barber        | meltonjill@example.org           | 2025-01-30   |     278874 | Romantic Paris Getaway
 Katherine Moore      | brandiwilliams@example.net       | 2025-01-30   |     292471 | Romantic Paris Getaway
 Kevin Welch          | xthompson@example.org            | 2025-01-30   |     319169 | Romantic Paris Getaway
 Richard Hansen       | kristenbush@example.net          | 2025-01-30   |     203589 | Romantic Paris Getaway
 Toni Lutz            | james10@example.com              | 2025-01-30   |      15212 | Romantic Paris Getaway
 Allison Mason        | williamsscott@example.org        | 2025-01-29   |      73504 | Romantic Paris Getaway
 Andrew Flores        | suzannejackson@example.net       | 2025-01-29   |     127929 | Romantic Paris Getaway
 Cameron Townsend     | colepineda@example.org           | 2025-01-29   |      58876 | Romantic Paris Getaway
 Michele Thomas       | ronald33@example.com             | 2025-01-29   |     212048 | Romantic Paris Getaway
 Robert Gill          | ryanbond@example.net             | 2025-01-29   |      79864 | Romantic Paris Getaway
 Stephanie Hayes      | carlsonstacey@example.org        | 2025-01-29   |     216264 | Romantic Paris Getaway
 Stephen Vasquez      | meganwalsh@example.net           | 2025-01-29   |     165100 | Romantic Paris Getaway
 Brandon Powell       | mlogan@example.net               | 2025-01-28   |     140332 | Romantic Paris Getaway
 Cory Beltran         | hsanders@example.org             | 2025-01-28   |     247128 | Romantic Paris Getaway
 David White          | murrayrandall@example.com        | 2025-01-28   |     118430 | Romantic Paris Getaway
 David Wilkinson      | osharp@example.org               | 2025-01-28   |     124248 | Romantic Paris Getaway
 Dawn Steele          | johnchase@example.com            | 2025-01-28   |     374133 | Romantic Paris Getaway
 Emily Hodges         | pshaw@example.net                | 2025-01-28   |     368007 | Romantic Paris Getaway
 Jamie Campbell       | casemichelle@example.net         | 2025-01-28   |      15676 | Romantic Paris Getaway
 Jennifer Johnson     | potterdeborah@example.com        | 2025-01-28   |     188427 | Romantic Paris Getaway
 Laurie Newton        | kennethyork@example.com          | 2025-01-28   |     315344 | Romantic Paris Getaway
 Louis Sullivan       | copelandsamantha@example.org     | 2025-01-28   |     239072 | Romantic Paris Getaway
 Mark Fuller          | teaton@example.com               | 2025-01-28   |     396597 | Romantic Paris Getaway
 Melissa Munoz        | timothy50@example.net            | 2025-01-28   |     231786 | Romantic Paris Getaway
 Michael Meyer        | whitneyaustin@example.org        | 2025-01-28   |     168489 | Romantic Paris Getaway
 Nathaniel Adams      | uwilliams@example.net            | 2025-01-28   |     314911 | Romantic Paris Getaway
 Ronald Sanchez       | baileyandrew@example.net         | 2025-01-28   |     399046 | Romantic Paris Getaway
 Russell White        | jensenandrew@example.com         | 2025-01-28   |      45828 | Romantic Paris Getaway
 Sandra Davis         | murrayeric@example.com           | 2025-01-28   |     326584 | Romantic Paris Getaway
 Stephanie Smith      | joshuawilliams@example.net       | 2025-01-28   |     202637 | Romantic Paris Getaway
 Vanessa Chandler     | ubaker@example.net               | 2025-01-28   |     193816 | Romantic Paris Getaway
 Ashley Harmon        | nicole14@example.com             | 2025-01-27   |     372873 | Romantic Paris Getaway
 Daniel Li            | blackburnjessica@example.org     | 2025-01-27   |     395017 | Romantic Paris Getaway
 Dawn Webster         | kevin37@example.org              | 2025-01-27   |     311597 | Romantic Paris Getaway
 Eric Schaefer        | sullivantim@example.org          | 2025-01-27   |     244144 | Romantic Paris Getaway
 Gabrielle Harris     | ibennett@example.org             | 2025-01-27   |     384616 | Romantic Paris Getaway
 Glenda Miller        | walkerstephanie@example.org      | 2025-01-27   |     102315 | Romantic Paris Getaway
 John Kaufman         | duffyterri@example.org           | 2025-01-27   |     182253 | Romantic Paris Getaway
 Justin Lopez         | jeffrey70@example.net            | 2025-01-27   |     133268 | Romantic Paris Getaway
 Katelyn Tran         | moralesjesse@example.com         | 2025-01-27   |     255702 | Romantic Paris Getaway
 Linda Levine         | walshjenny@example.com           | 2025-01-27   |      94328 | Romantic Paris Getaway
 William Cooper       | tlynn@example.org                | 2025-01-27   |     362518 | Romantic Paris Getaway
 Caitlin Bennett      | johnholmes@example.net           | 2025-01-26   |     149809 | Romantic Paris Getaway
 Christopher Johnson  | gabrielcurtis@example.net        | 2025-01-26   |     193859 | Romantic Paris Getaway
 Christopher Rivera   | pricekaren@example.com           | 2025-01-26   |      61782 | Romantic Paris Getaway
 Dean Williams        | heather35@example.net            | 2025-01-26   |     171460 | Romantic Paris Getaway
 Keith Fernandez      | james56@example.net              | 2025-01-26   |     179340 | Romantic Paris Getaway
 Kevin Acevedo        | donaldshelton@example.net        | 2025-01-26   |      59046 | Romantic Paris Getaway
 Kimberly Hogan       | tsmith@example.com               | 2025-01-26   |     270902 | Romantic Paris Getaway
 Malik Long           | tommy95@example.org              | 2025-01-26   |     355941 | Romantic Paris Getaway
 Rhonda Logan         | marcus96@example.net             | 2025-01-26   |     198887 | Romantic Paris Getaway
 Richard Nelson       | qsmith@example.net               | 2025-01-26   |     270242 | Romantic Paris Getaway
 Richard Roberts      | sherricastillo@example.org       | 2025-01-26   |     343430 | Romantic Paris Getaway
 Sandra Raymond       | kaylawhite@example.net           | 2025-01-26   |     318771 | Romantic Paris Getaway
 Sarah Mitchell       | patrick74@example.net            | 2025-01-26   |     146965 | Romantic Paris Getaway
 Amy Johnson          | wtaylor@example.com              | 2025-01-25   |     299955 | Romantic Paris Getaway
 Angela Morrison      | gmcmillan@example.net            | 2025-01-25   |     354034 | Romantic Paris Getaway
 Chase Waters         | williamschristopher@example.com  | 2025-01-25   |     378379 | Romantic Paris Getaway
 Claudia Woods        | mary19@example.net               | 2025-01-25   |     383917 | Romantic Paris Getaway
 George Guerrero      | juliewood@example.net            | 2025-01-25   |      13492 | Romantic Paris Getaway
 Heidi Wells          | josephmendoza@example.net        | 2025-01-25   |     246565 | Romantic Paris Getaway
 James Galvan         | smithryan@example.net            | 2025-01-25   |     231627 | Romantic Paris Getaway
 Jeffrey Bond         | williamskayla@example.org        | 2025-01-25   |     350665 | Romantic Paris Getaway
 Julie Brooks         | ogardner@example.net             | 2025-01-25   |     249569 | Romantic Paris Getaway
 Martha Beck MD       | sheathomas@example.org           | 2025-01-25   |     357264 | Romantic Paris Getaway
 Michael Mason        | jonathan28@example.com           | 2025-01-25   |      66361 | Romantic Paris Getaway
 Mr. Blake Ibarra     | pamela01@example.org             | 2025-01-25   |     323728 | Romantic Paris Getaway
 Richard Bailey       | john70@example.net               | 2025-01-25   |      29343 | Romantic Paris Getaway
 Timothy George       | williamtaylor@example.net        | 2025-01-25   |     202753 | Romantic Paris Getaway
 Michael Dean         | raymichele@example.org           | 2025-01-24   |     380273 | Romantic Paris Getaway
 Robert Moore         | jsalazar@example.net             | 2025-01-24   |      91627 | Romantic Paris Getaway
 Scott Franklin       | qmoss@example.org                | 2025-01-24   |     211592 | Romantic Paris Getaway
 Sheila Nelson        | bradley81@example.org            | 2025-01-24   |      94045 | Romantic Paris Getaway
 Amanda Dawson        | sabrina22@example.org            | 2025-01-23   |      32724 | Romantic Paris Getaway
 Angelica Hardy       | kimberly15@example.com           | 2025-01-23   |     217526 | Romantic Paris Getaway
 Cynthia Wang         | oliviacross@example.org          | 2025-01-23   |     229655 | Romantic Paris Getaway
 Frank Davidson       | gwelch@example.org               | 2025-01-23   |     255295 | Romantic Paris Getaway
 Kelly Roberts        | jessicamcpherson@example.org     | 2025-01-23   |     197735 | Romantic Paris Getaway
 Kevin Baker          | rowewayne@example.org            | 2025-01-23   |     300934 | Romantic Paris Getaway
 Matthew Hayes        | parktravis@example.org           | 2025-01-23   |     267668 | Romantic Paris Getaway
 Mr. William Murray   | peterphillips@example.org        | 2025-01-23   |      99206 | Romantic Paris Getaway
 Terrance Frederick   | jeffrey97@example.org            | 2025-01-23   |      74328 | Romantic Paris Getaway
 Andrew Moody         | fernandezashley@example.net      | 2025-01-22   |      93947 | Romantic Paris Getaway
 Daniel Vance         | renee63@example.org              | 2025-01-22   |     248195 | Romantic Paris Getaway
 Derek Russell        | angela87@example.org             | 2025-01-22   |     118268 | Romantic Paris Getaway
 Erica Weber          | williamsdaniel@example.com       | 2025-01-22   |     194061 | Romantic Paris Getaway
 Jason Ortega         | wcastillo@example.com            | 2025-01-22   |     193036 | Romantic Paris Getaway
 Kenneth Phelps       | robertprice@example.net          | 2025-01-22   |      59453 | Romantic Paris Getaway
 Lisa Smith           | laurieward@example.com           | 2025-01-22   |      99667 | Romantic Paris Getaway
 Michael Cannon       | moorestephanie@example.org       | 2025-01-22   |     289212 | Romantic Paris Getaway
 Ryan Sanders         | donnahoward@example.net          | 2025-01-22   |     123809 | Romantic Paris Getaway
 Samantha Taylor      | margaretnewman@example.com       | 2025-01-22   |     322848 | Romantic Paris Getaway
 Sierra Reyes         | cjones@example.org               | 2025-01-22   |      69765 | Romantic Paris Getaway
 Travis Johnson       | lopezjerry@example.com           | 2025-01-22   |     320494 | Romantic Paris Getaway
 Wanda Smith          | jcherry@example.net              | 2025-01-22   |      93326 | Romantic Paris Getaway
 Becky Faulkner       | robinsontyler@example.com        | 2025-01-21   |     346715 | Romantic Paris Getaway
 Christopher Johnson  | lindsaysmith@example.org         | 2025-01-21   |     244881 | Romantic Paris Getaway
 Darryl Mercado       | timothyparker@example.org        | 2025-01-21   |     326919 | Romantic Paris Getaway
 Elaine Morales       | marshallchristopher@example.org  | 2025-01-21   |     108556 | Romantic Paris Getaway
 Kimberly Collins     | marcus78@example.net             | 2025-01-21   |     322533 | Romantic Paris Getaway
 Patrick Jones        | kkim@example.net                 | 2025-01-21   |     126525 | Romantic Paris Getaway
 Rachel Edwards       | rachel15@example.net             | 2025-01-21   |     345273 | Romantic Paris Getaway
 Curtis Winters       | jtaylor@example.net              | 2025-01-20   |     202726 | Romantic Paris Getaway
 Kyle Carroll         | halejohn@example.com             | 2025-01-20   |     361505 | Romantic Paris Getaway
 Matthew Cunningham   | johnsonbrittany@example.com      | 2025-01-20   |     383098 | Romantic Paris Getaway
 Michael Phillips     | donna93@example.com              | 2025-01-20   |     324249 | Romantic Paris Getaway
 Patricia Green       | wcooper@example.net              | 2025-01-20   |     300039 | Romantic Paris Getaway
 Richard Mccullough   | wardkathryn@example.org          | 2025-01-20   |     326763 | Romantic Paris Getaway
 Robert Hampton       | stephanieward@example.net        | 2025-01-20   |     208606 | Romantic Paris Getaway
 Vickie Conley        | evega@example.org                | 2025-01-20   |     188580 | Romantic Paris Getaway
 Ashley Lewis         | thomasgonzales@example.org       | 2025-01-19   |     173457 | Romantic Paris Getaway
 Barbara Adams        | tina02@example.com               | 2025-01-19   |     161067 | Romantic Paris Getaway
 Brandon King         | chelsea37@example.org            | 2025-01-19   |      20743 | Romantic Paris Getaway
 Breanna Pena         | chad63@example.net               | 2025-01-19   |      70081 | Romantic Paris Getaway
 Christopher Bryant   | brownalan@example.net            | 2025-01-19   |     356190 | Romantic Paris Getaway
 Christopher Pena     | alexandrabarnes@example.org      | 2025-01-19   |     204175 | Romantic Paris Getaway
 Christopher Watson   | sbrown@example.com               | 2025-01-19   |     214451 | Romantic Paris Getaway
 Crystal Davis        | sharon32@example.com             | 2025-01-19   |     166680 | Romantic Paris Getaway
 Mason Clayton        | xwalton@example.org              | 2025-01-19   |     219571 | Romantic Paris Getaway
 Rachel Alvarado      | ronald65@example.net             | 2025-01-19   |     161463 | Romantic Paris Getaway
 Suzanne Welch        | marcus66@example.org             | 2025-01-19   |     384442 | Romantic Paris Getaway
 April Gomez MD       | michelle56@example.com           | 2025-01-18   |     324471 | Romantic Paris Getaway
 Dale Tyler           | buchanancory@example.net         | 2025-01-18   |     157674 | Romantic Paris Getaway
 Danielle Waters      | wilcoxjennifer@example.com       | 2025-01-18   |     348465 | Romantic Paris Getaway
 Diana Shaffer        | ebell@example.org                | 2025-01-18   |     250047 | Romantic Paris Getaway
 Erika Lopez          | hicksdevin@example.net           | 2025-01-18   |     327629 | Romantic Paris Getaway
 Jacob Hayes          | inewman@example.org              | 2025-01-18   |     322782 | Romantic Paris Getaway
 Kathryn Trujillo     | kristen16@example.com            | 2025-01-18   |      17577 | Romantic Paris Getaway
 Maurice Hudson       | andreareed@example.net           | 2025-01-18   |     293337 | Romantic Paris Getaway
 Melissa Welch        | carmenmartinez@example.com       | 2025-01-18   |     330522 | Romantic Paris Getaway
 Ms. Christina Davis  | jasonnguyen@example.net          | 2025-01-18   |      40496 | Romantic Paris Getaway
 Peggy Evans          | herbert69@example.org            | 2025-01-18   |     275549 | Romantic Paris Getaway
 Rebekah Thompson     | briancarr@example.com            | 2025-01-18   |     396040 | Romantic Paris Getaway
 Renee Smith          | barnescaitlyn@example.net        | 2025-01-18   |      57355 | Romantic Paris Getaway
 Shane Stanley        | xgreen@example.net               | 2025-01-18   |     399699 | Romantic Paris Getaway
 Zachary Blair        | timothyjackson@example.org       | 2025-01-18   |      72101 | Romantic Paris Getaway
 Charles Saunders     | jnorris@example.net              | 2025-01-17   |     231372 | Romantic Paris Getaway
 Jeffrey Johnson      | ghenry@example.org               | 2025-01-17   |     188141 | Romantic Paris Getaway
 Justin Smith         | steve94@example.net              | 2025-01-17   |     262511 | Romantic Paris Getaway
 Karen Buchanan       | seanmercado@example.com          | 2025-01-17   |     303531 | Romantic Paris Getaway
 Kevin King           | fisherjohn@example.net           | 2025-01-17   |     151696 | Romantic Paris Getaway
 Rebecca Rocha        | blankenshipkristi@example.org    | 2025-01-17   |     208584 | Romantic Paris Getaway
 Sheila Dickson       | michaelturner@example.net        | 2025-01-17   |     397339 | Romantic Paris Getaway
 Victoria Thomas      | patrickelliott@example.org       | 2025-01-17   |     190061 | Romantic Paris Getaway
 Wanda Todd           | xhobbs@example.net               | 2025-01-17   |     335063 | Romantic Paris Getaway
 Andrew Phillips      | gary09@example.com               | 2025-01-16   |     376377 | Romantic Paris Getaway
 Heather Benson       | andrew43@example.net             | 2025-01-16   |     194722 | Romantic Paris Getaway
 Helen Bell           | cameron49@example.org            | 2025-01-16   |        378 | Romantic Paris Getaway
 Jacob Rodriguez      | jennifer76@example.org           | 2025-01-16   |      24837 | Romantic Paris Getaway
 Keith Elliott        | kari28@example.org               | 2025-01-16   |      49820 | Romantic Paris Getaway
 Keith Stephens       | abigailmcpherson@example.org     | 2025-01-16   |      39663 | Romantic Paris Getaway
 Lori Mitchell        | meyerbobby@example.com           | 2025-01-16   |     221761 | Romantic Paris Getaway
 Marie Franco         | fred71@example.net               | 2025-01-16   |     207093 | Romantic Paris Getaway
 Sarah Rodriguez DVM  | hortondouglas@example.net        | 2025-01-16   |     331201 | Romantic Paris Getaway
 Shane Reed           | matthewwilliams@example.org      | 2025-01-16   |      14657 | Romantic Paris Getaway
 Vickie Robertson     | middletonmark@example.com        | 2025-01-16   |     283196 | Romantic Paris Getaway
 Abigail Bridges      | ojohnson@example.com             | 2025-01-15   |     193766 | Romantic Paris Getaway
 Jamie Downs          | hgreen@example.org               | 2025-01-15   |      76242 | Romantic Paris Getaway
 Mackenzie Miller     | christina92@example.net          | 2025-01-15   |     313873 | Romantic Paris Getaway
 Michelle Alexander   | moorenicole@example.org          | 2025-01-15   |     180596 | Romantic Paris Getaway
 Robert Thomas        | watkinslori@example.net          | 2025-01-15   |     192799 | Romantic Paris Getaway
 Terry Clark          | angela72@example.net             | 2025-01-15   |     241206 | Romantic Paris Getaway
 Adam Cole            | ffox@example.net                 | 2025-01-14   |      11559 | Romantic Paris Getaway
 Amanda Andrews       | thomasveronica@example.org       | 2025-01-14   |     279983 | Romantic Paris Getaway
 Ashlee Sanders       | kristin93@example.org            | 2025-01-14   |     104861 | Romantic Paris Getaway
 Christine Holden     | paulthompson@example.com         | 2025-01-14   |     197499 | Romantic Paris Getaway
 Melissa Sanders      | sydney84@example.net             | 2025-01-14   |     246549 | Romantic Paris Getaway
 Sharon Fitzgerald    | rodriguezjames@example.net       | 2025-01-14   |     371887 | Romantic Paris Getaway
 Tammy Harris         | garrett22@example.net            | 2025-01-14   |     348741 | Romantic Paris Getaway
 Anna Ellison         | leemichaela@example.com          | 2025-01-13   |     282942 | Romantic Paris Getaway
 Ashley Massey        | brandon04@example.com            | 2025-01-13   |     114369 | Romantic Paris Getaway
 Brandon Vasquez      | william06@example.org            | 2025-01-13   |     369132 | Romantic Paris Getaway
 Charles Berry        | velasquezrobert@example.org      | 2025-01-13   |     332879 | Romantic Paris Getaway
 David Johnston       | richardhoward@example.org        | 2025-01-13   |      22123 | Romantic Paris Getaway
 Isaac Green          | richard79@example.org            | 2025-01-13   |     161569 | Romantic Paris Getaway
 Jacob Todd           | tylerjones@example.org           | 2025-01-13   |     399514 | Romantic Paris Getaway
 Jessica Prince       | jon46@example.net                | 2025-01-13   |     111616 | Romantic Paris Getaway
 Pamela Ortega        | bthomas@example.net              | 2025-01-13   |     319393 | Romantic Paris Getaway
 Scott Escobar        | robertsderrick@example.org       | 2025-01-13   |     371421 | Romantic Paris Getaway
 Sheri Thompson       | bwang@example.com                | 2025-01-13   |     344140 | Romantic Paris Getaway
 Sonya Huff           | cooperchristopher@example.org    | 2025-01-13   |     297869 | Romantic Paris Getaway
 Susan Taylor         | michaelmata@example.com          | 2025-01-13   |     238493 | Romantic Paris Getaway
 Tyler Huffman        | racheldixon@example.com          | 2025-01-13   |      19617 | Romantic Paris Getaway
 Brent Wallace        | brownchristine@example.net       | 2025-01-12   |     102394 | Romantic Paris Getaway
 Frank Shah           | alexandria81@example.org         | 2025-01-12   |     395435 | Romantic Paris Getaway
 Jessica Arias        | qdrake@example.net               | 2025-01-12   |     127572 | Romantic Paris Getaway
 Steven Jones         | adam32@example.com               | 2025-01-12   |      76398 | Romantic Paris Getaway
 Adam Fletcher        | heather16@example.com            | 2025-01-11   |      50969 | Romantic Paris Getaway
 Alyssa Wood          | gallegoseric@example.net         | 2025-01-11   |     268735 | Romantic Paris Getaway
 Christopher Clark    | patrickerickson@example.org      | 2025-01-11   |     357172 | Romantic Paris Getaway
 Cynthia Richard      | kelliyoung@example.net           | 2025-01-11   |     129766 | Romantic Paris Getaway
 Donna Moreno MD      | nicholascannon@example.net       | 2025-01-11   |     214411 | Romantic Paris Getaway
 Faith Mason          | crystalklein@example.org         | 2025-01-11   |     182100 | Romantic Paris Getaway
 Jennifer Saunders    | umorales@example.org             | 2025-01-11   |     173685 | Romantic Paris Getaway
 Megan Greene         | kharrell@example.net             | 2025-01-11   |      16555 | Romantic Paris Getaway
 Michael Potter       | meredithjones@example.net        | 2025-01-11   |      48027 | Romantic Paris Getaway
 Charles Foley        | gwerner@example.com              | 2025-01-10   |     144919 | Romantic Paris Getaway
 Elizabeth Silva      | fmoore@example.com               | 2025-01-10   |      75536 | Romantic Paris Getaway
